MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,ORIGINAL_DURATION_DAYS,PROGRESS_CHANGE,EXPENDITURE_CHANGE,COST_OVERRUN_PCT
MINISTRY OF COAL,COAL,JHARKHAND,CCL - CIL,973.5,772.12,25.11,4436.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,973.5,440.75,24.86,4436.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,973.5,440.75,25.03,4436.0,0.1700000000000017,0.0,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,625.4,456.48,45.78,4436.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,861.06,456.48,45.78,4436.0,0.0,0.0,-27.36859220031124
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,861.06,455.95,47.95,4436.0,,,-27.36859220031124
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,861.06,456.48,45.52,4436.0,-2.4299999999999997,0.5300000000000296,-27.36859220031124
MINISTRY OF MINES,METALS & MINING,ODISHA,NATIONAL ALUMINIUM COMPANY LIMITED [NALCO],4103.0,5023.49,95.64,1834.0,,,38.371922983183026
MINISTRY OF MINES,METALS & MINING,ODISHA,NATIONAL ALUMINIUM COMPANY LIMITED [NALCO],4103.0,4985.07,95.2,1834.0,-0.4399999999999977,-38.42000000000007,38.371922983183026
MINISTRY OF MINES,METALS & MINING,ODISHA,NATIONAL ALUMINIUM COMPANY LIMITED [NALCO],4103.0,4887.6,94.2,1834.0,,,38.371922983183026
MINISTRY OF MINES,METALS & MINING,ODISHA,NATIONAL ALUMINIUM COMPANY LIMITED [NALCO],4103.0,4920.25,94.7,1834.0,0.5,32.649999999999636,38.371922983183026
MINISTRY OF COAL,COAL,JHARKHAND,NLC INDIA LIMITED,2242.9,1432.45,87.0,3285.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,NLC INDIA LIMITED,2242.9,1422.51,87.0,3285.0,0.0,-9.940000000000055,0.0
MINISTRY OF COAL,COAL,JHARKHAND,NLC INDIA LIMITED [NLCIL],2242.9,1365.83,87.0,3285.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,NLC INDIA LIMITED [NLCIL],2242.9,1388.09,87.0,3285.0,0.0,22.25999999999999,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,2310.12,118.97,11.81,3279.0,,,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2310.12,117.37,11.81,3279.0,0.0,-1.5999999999999943,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2310.12,113.83,11.81,3279.0,,,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2310.12,115.62,11.81,3279.0,0.0,1.7900000000000063,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,SECL - CIL,869.44,325.09,75.14999999999999,1827.0,,,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,SECL - CIL,869.44,324.92,75.14999999999999,1827.0,0.0,-0.16999999999995907,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,MINISTRY OF COAL,869.44,325.4,75.14999999999999,1827.0,,,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,MINISTRY OF COAL,869.44,325.4,75.14999999999999,1827.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,2309.8,1039.65,55.95,3283.0,,,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2309.8,1007.09,55.95,3283.0,0.0,-32.56000000000006,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2309.8,993.79,55.95,3283.0,,,0.0
MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],2309.8,999.09,55.95,3283.0,0.0,5.300000000000068,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,6964.33,2299.77,39.42,2917.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,6964.33,2298.45,39.42,2917.0,0.0,-1.3200000000001637,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,7254.37,1688.4,40.21,2917.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,7254.37,1692.65,39.3,2917.0,-0.9100000000000037,4.25,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,634.3,598.34,68.89999999999999,2918.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,634.3,598.32,68.89999999999999,2918.0,0.0,-0.01999999999998181,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,778.8,605.7,71.38,2918.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,778.8,606.01,68.75,2918.0,-2.6299999999999955,0.30999999999994543,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,995.57,85.34,24.02,2558.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,995.57,85.34,24.02,2558.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,1020.42,84.94,22.84,2558.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,1020.42,85.34,22.54,2558.0,-0.3000000000000007,0.4000000000000057,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,639.6,14.78,11.24,2549.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,639.6,236.58,11.24,2549.0,0.0,221.8,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,713.35,236.58,10.19,2549.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,713.35,236.58,10.19,2549.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,2821.07,186.02,27.74,3650.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,2821.07,186.02,27.74,3650.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,2898.28,185.19,28.85,3650.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,2821.07,186.02,27.51,3650.0,-1.3399999999999999,0.8300000000000125,0.0
MINISTRY OF COAL,COAL,JHARKHAND,CCL - CIL,4983.57,1838.82,43.69,2923.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,CCL - CIL,4983.57,1811.77,43.69,2923.0,0.0,-27.049999999999955,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,5136.15,1326.01,44.45,2923.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,5136.15,1326.08,43.580000000000005,2923.0,-0.8699999999999974,0.06999999999993634,0.0
MINISTRY OF COAL,COAL,JHARKHAND,CCL - CIL,510.85,488.71,75.61,2547.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,CCL - CIL,510.85,489.2,75.61,2547.0,0.0,0.4900000000000091,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,510.85,488.71,78.25,2547.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,MINISTRY OF COAL,510.85,488.71,76.99000000000001,2547.0,-1.259999999999991,0.0,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,NCL - CIL,998.71,545.34,51.31,1457.0,,,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,NCL - CIL,998.71,684.46,51.080000000000005,1457.0,-0.22999999999999687,139.12,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,NORTHERN COALFIELDS LIMITED [NCL],998.71,518.17,50.0,1457.0,,,0.0
MINISTRY OF COAL,COAL,MADHYA PRADESH,NORTHERN COALFIELDS LIMITED [NCL],998.71,520.97,50.39,1457.0,0.39000000000000057,2.800000000000068,0.0
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,1693.81,1332.87,46.57,4104.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],1693.81,1331.36,46.27,4104.0,-0.29999999999999716,-1.509999999999991,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],1693.81,1329.14,45.57,4104.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],1693.81,1330.06,45.73,4104.0,0.1599999999999966,0.9199999999998454,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],5194.95,3543.45,61.040000000000006,2923.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],5194.95,3491.08,60.66,2923.0,-0.38000000000000966,-52.36999999999989,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],5194.95,3490.38,59.5,2923.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],5194.95,3491.21,60.27,2923.0,0.7700000000000031,0.8299999999999272,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],1162.56,1127.73,96.8,3288.0,,,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],1162.56,1117.8,96.8,3288.0,0.0,-9.930000000000064,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],1162.56,1152.51,95.9,3288.0,,,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],1162.56,1113.19,95.9,3288.0,0.0,-39.319999999999936,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,MAHARASHTRA,GAS AUTHORITY OF INDIA LIMITED [GAIL],8797.0,8861.88,91.9,1461.0,,,27.95271115152893
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,MAHARASHTRA,MINISTRY OF PETROLEUM & NATURAL GAS,8797.0,8741.88,91.6,1461.0,-0.30000000000001137,-120.0,27.95271115152893
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,MAHARASHTRA,MINISTRY OF PETROLEUM & NATURAL GAS,8797.0,8003.66,90.7,1461.0,,,27.95271115152893
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,MAHARASHTRA,MINISTRY OF PETROLEUM & NATURAL GAS,8797.0,8113.66,91.1,1461.0,0.3999999999999915,110.0,27.95271115152893
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],631.03,622.24,93.7,1460.0,,,33.974612934408825
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,MINISTRYOFPETROLEUMNATURALGAS,631.03,617.84,92.1,1460.0,-1.6000000000000085,-4.399999999999977,33.974612934408825
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],631.03,612.97,90.0,1460.0,,,33.974612934408825
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,GUJARAT,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],631.03,617.71,91.0,1460.0,1.0,4.740000000000009,33.974612934408825
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,PUNJAB,HINDUSTAN PETROLEUM CORPORATION LIMITED,1421.46,1291.35,95.9,1093.0,,,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,PUNJAB,MINISTRYOFPETROLEUMNATURALGAS,1421.46,1293.34,94.0,1093.0,-1.9000000000000057,1.990000000000009,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,PUNJAB,HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],1421.46,1263.61,95.8,1093.0,,,0.0
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,PUNJAB,HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],1421.46,1266.71,95.8,1093.0,0.0,3.1000000000001364,0.0
MINISTRY OF COAL,COAL,JHARKHAND,ECL - CIL,513.99,276.0,53.03,2917.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,ECL - CIL,513.99,274.28,53.03,2917.0,0.0,-1.7200000000000273,0.0
MINISTRY OF COAL,COAL,JHARKHAND,EASTERN COAL FIELDS LIMITED [ECL],513.99,239.88,53.03,2917.0,,,0.0
MINISTRY OF COAL,COAL,JHARKHAND,EASTERN COAL FIELDS LIMITED [ECL],513.99,240.12,53.03,2917.0,0.0,0.2400000000000091,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],888.99,153.96,31.52,2184.0,,,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,888.99,143.29,31.52,2184.0,0.0,-10.670000000000016,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],888.99,142.55,31.52,2184.0,,,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],888.99,142.98,31.52,2184.0,0.0,0.4299999999999784,0.0
MINISTRY OF STEEL,STEEL,JHARKHAND,STEEL AUTHORITY OF INDIA LIMITED [SAIL],1034.01,1028.11,64.25999999999999,4383.0,,,69.4664461658978
MINISTRY OF STEEL,STEEL,JHARKHAND,STEEL AUTHORITY OF INDIA LIMITED [SAIL],1034.01,1014.95,63.75999999999999,4383.0,-0.5,-13.159999999999854,69.4664461658978
MINISTRY OF STEEL,STEEL,JHARKHAND,STEEL AUTHORITY OF INDIA LIMITED [SAIL],1034.01,980.24,59.78,731.0,,,69.4664461658978
MINISTRY OF STEEL,STEEL,JHARKHAND,STEEL AUTHORITY OF INDIA LIMITED [SAIL],1034.01,1006.59,64.0,731.0,4.219999999999999,26.350000000000023,69.4664461658978
MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,727.28,564.25,80.77,3648.0,,,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,727.28,564.25,80.77,3648.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],727.28,563.25,80.77,3648.0,,,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],727.28,563.23,80.77,3648.0,0.0,-0.01999999999998181,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,822.88,792.0,40.63,2558.0,,,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,822.88,791.48,40.63,2558.0,0.0,-0.5199999999999818,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],822.88,652.67,40.54,2558.0,,,0.0
MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],822.88,649.83,40.63,2558.0,0.09000000000000341,-2.839999999999918,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],570.11,98.58,17.130000000000003,1821.0,,,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],570.11,88.96,17.130000000000003,1821.0,0.0,-9.620000000000005,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],570.11,88.78,17.1,1821.0,,,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],570.11,88.78,17.1,1821.0,0.0,0.0,0.0
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,502.68,88.9,28.58,4013.0,,,-0.0019893371528588574
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,502.68,88.9,28.58,4013.0,0.0,0.0,-0.0019893371528588574
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],502.68,83.8,27.52,4013.0,,,-0.0019893371528588574
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],502.68,83.94,27.52,4013.0,0.0,0.14000000000000057,-0.0019893371528588574
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,535.18,5.74,14.61,3285.0,,,-0.0018685302141318633
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],3504.21,963.81,62.06,3283.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],3504.21,961.2,58.23,3283.0,-3.8300000000000054,-2.6099999999999,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],3504.21,958.0,57.15,3283.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],3504.21,958.0,57.99999999999999,3283.0,0.8499999999999943,0.0,0.0
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,8416.19,1777.54,35.8,2921.0,,,-27.42713745768573
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,8416.19,1776.83,35.69,2921.0,-0.10999999999999943,-0.7100000000000364,-27.42713745768573
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,8416.19,1771.98,34.54,2921.0,,,-27.42713745768573
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,8416.19,1774.72,35.03,2921.0,0.490000000000002,2.740000000000009,-27.42713745768573
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,749.08,53.97,12.14,2194.0,,,-0.0013349708976332173
MINISTRY OF COAL,COAL,WEST BENGAL,ECL - CIL,749.08,53.97,12.14,2194.0,0.0,0.0,-0.0013349708976332173
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],749.08,53.88,11.9,2194.0,,,-0.0013349708976332173
MINISTRY OF COAL,COAL,WEST BENGAL,EASTERN COAL FIELDS LIMITED [ECL],749.08,53.97,11.91,2194.0,0.009999999999999787,0.0899999999999963,-0.0013349708976332173
MINISTRY OF COAL,COAL,ODISHA,MCL - CIL,2434.75,2133.7,82.89999999999999,3285.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],2434.75,2030.9,82.5,3285.0,-0.3999999999999915,-102.79999999999973,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],2434.75,2002.75,79.05,3285.0,,,0.0
MINISTRY OF COAL,COAL,ODISHA,MAHANADI COALFIELDS LIMITED [MCL],2434.75,2004.49,82.16,3285.0,3.1099999999999994,1.740000000000009,0.0
MINISTRY OF HOUSING & URBAN AFFAIRS,REAL ESTATE,DELHI,NATIONAL BUILDINGS CONSTRUCTION CORPORATION [NBCC],32850.0,14370.45,46.7,2564.0,,,-0.0273972602739726
MINISTRY OF HOUSING & URBAN AFFAIRS,REAL ESTATE,DELHI,NATIONAL BUILDINGS CONSTRUCTION CORPORATION [NBCC],32850.0,14370.45,46.7,2564.0,0.0,0.0,-0.0273972602739726
MINISTRY OF HOUSING & URBAN AFFAIRS,REAL ESTATE,DELHI,NATIONAL BUILDINGS CONSTRUCTION CORPORATION [NBCC],32850.0,13885.72,46.8,2564.0,,,-0.0273972602739726
MINISTRY OF HOUSING & URBAN AFFAIRS,REAL ESTATE,DELHI,NATIONAL BUILDINGS CONSTRUCTION CORPORATION [NBCC],32850.0,14370.45,46.7,2564.0,-0.09999999999999432,484.7300000000014,-0.0273972602739726
MINISTRY OF POWER,COAL,JHARKHAND,DAMODAR VALLEY CORPORATION,1581.0,624.86,37.0,3648.0,,,0.0
MINISTRY OF POWER,COAL,JHARKHAND,DAMODAR VALLEY CORPORATION,1581.0,616.91,36.5,3648.0,-0.5,-7.9500000000000455,0.0
MINISTRY OF POWER,COAL,JHARKHAND,DAMODAR VALLEY CORPORATION,1581.0,601.03,36.0,3648.0,,,0.0
MINISTRY OF POWER,COAL,JHARKHAND,DAMODAR VALLEY CORPORATION,1581.0,601.6,36.0,3648.0,0.0,0.57000000000005,0.0
MINISTRY OF COAL,RAILWAYS,CHHATTISGARH,RAILWAY,1686.22,792.73,43.7,3296.0,,,44.61517476960303
MINISTRY OF COAL,RAILWAYS,CHHATTISGARH,RAILWAY,1686.22,792.73,43.7,3296.0,0.0,0.0,44.61517476960303
MINISTRY OF COAL,RAILWAYS,CHHATTISGARH,RAILWAY,1686.22,625.77,43.5,3296.0,,,44.61517476960303
MINISTRY OF COAL,RAILWAYS,CHHATTISGARH,RAILWAY,1686.22,625.77,43.5,3296.0,0.0,0.0,44.61517476960303
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAOC/NER NER MOR,4939.78,1671.24,15.0,2201.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],4939.78,1086.23,13.1,4755.0,-1.9000000000000004,-585.01,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],4939.78,1055.82,8.9,4755.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],4939.78,1065.82,13.0,4755.0,4.1,10.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAOC/NER NER MOR,1319.75,728.08,1.0,1460.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1319.75,544.89,4.2,4383.0,3.2,-183.19000000000005,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1319.75,492.3,4.0,4383.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1319.75,522.12,4.1000000000000005,4383.0,0.10000000000000053,29.819999999999993,0.0
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],3055.0,2790.19,95.15,1469.0,,,24.322749590834693
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],3055.0,2790.19,95.15,1469.0,0.0,0.0,24.322749590834693
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],3055.0,2695.19,95.1,1469.0,,,24.322749590834693
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],3055.0,2730.19,95.15,1469.0,0.05000000000001137,35.0,24.322749590834693
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (PUDUCHERRY, TAMIL NADU)",CAOC/SR SR MOR,713.0,1267.74,80.0,4019.0,,,145.2384291725105
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (PUDUCHERRY, TAMIL NADU)",MINISTRY OF RAILWAYS,713.0,645.24,81.0,2924.0,1.0,-622.5,37.58765778401122
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (PUDUCHERRY, TAMIL NADU)",MINISTRY OF RAILWAYS,713.0,635.3,80.0,2924.0,,,37.58765778401122
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (PUDUCHERRY, TAMIL NADU)",MINISTRY OF RAILWAYS,713.0,636.83,80.0,2924.0,0.0,1.5300000000000864,37.58765778401122
MINISTRY OF COAL,ELECTRICITY GENERATION,ODISHA,NLC INDIA LIMITED,27212.96,3574.21,4.1000000000000005,2194.0,,,0.0
MINISTRY OF COAL,ELECTRICITY GENERATION,ODISHA,NLC INDIA LIMITED,27212.96,3518.17,3.54,2194.0,-0.5600000000000005,-56.039999999999964,0.00014698878769848307
MINISTRY OF COAL,ELECTRICITY GENERATION,ODISHA,NLC INDIA LIMITED [NLCIL],27212.96,3454.06,2.1,2194.0,,,0.00014698878769848307
MINISTRY OF COAL,ELECTRICITY GENERATION,ODISHA,NLC INDIA LIMITED [NLCIL],27212.96,3455.88,2.1,2194.0,0.0,1.8200000000001637,0.00014698878769848307
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,297.0,46.39,55.00000000000001,741.0,,,-0.16498316498316803
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,297.0,237.83,67.0,4394.0,11.999999999999993,191.44,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,297.0,232.73,56.00000000000001,4394.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,297.0,235.1,55.00000000000001,4394.0,-1.0,2.3700000000000045,0.0
MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,CAOC/ER ER MOR,1000.0,925.7,49.0,8025.0,,,115.39099999999998
MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,EASTERN RAILWAY [ER] - I,1000.0,1066.85,76.0,8026.0,27.0,141.14999999999986,0.0
MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,EASTERN RAILWAY [ER] - I,1000.0,1065.08,74.5,8026.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,EASTERN RAILWAY [ER] - I,1000.0,1066.85,76.0,8026.0,1.5,1.7699999999999818,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",RVNL - II,4803.0,6260.17,99.0,3289.0,,,38.8696647928378
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",RVNL - II,4803.0,6211.43,97.0,3289.0,,,38.8696647928378
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",RVNL - II,4803.0,6233.25,98.0,3289.0,1.0,21.81999999999971,38.8696647928378
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,735.2,615.69,80.0,1834.0,,,9.147170837867247
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,735.2,589.37,84.2,9660.0,4.200000000000003,-26.32000000000005,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,735.2,589.37,84.2,9660.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,735.2,589.37,84.2,9660.0,0.0,0.0,0.0
