PROJECT_ID,MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,START_DATE,ORIGINAL_TARGET_DOC,PROGRESS_CHANGE,EXPENDITURE_CHANGE
618913.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ODISHA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],609.63,114.77,96.52,2018-01-12,2021-01-06,,
618913.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ODISHA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],609.63,114.77,96.52,2018-01-12,2021-01-06,0.0,0.0
618914.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],4432.97,1371.21,54.99000000000001,2024-01-03,2026-01-09,,
618914.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],4432.97,1444.1,58.88,2024-01-03,2026-01-09,3.8899999999999935,72.88999999999987
618914.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,4432.97,1517.29,61.12,2024-01-03,2026-01-09,2.239999999999995,73.19000000000005
618914.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,4432.97,1578.15,63.91,2024-01-03,2026-01-09,2.789999999999999,60.86000000000013
618915.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1637.29,728.91,89.01,2020-01-11,2022-01-11,,
618915.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1637.29,728.91,89.01,2020-01-11,2022-01-11,0.0,0.0
618916.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1077.46,774.78,92.0,2020-01-11,2022-01-11,,
618916.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1077.46,774.78,92.0,2020-01-11,2022-01-11,0.0,0.0
618917.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],488.24,82.7,80.83,2024-01-03,2025-01-08,,
618917.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],488.24,101.05,80.83,2024-01-03,2025-01-08,0.0,18.349999999999994
618917.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,488.24,101.06,87.03,2024-01-03,2025-01-08,6.200000000000003,0.010000000000005116
618917.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,488.24,101.06,88.3,2024-01-03,2025-01-08,1.269999999999996,0.0
618919.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],887.28,374.39,99.94,2023-01-11,2025-01-11,,
618919.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],887.28,374.39,99.94,2023-01-11,2025-01-11,0.0,0.0
618920.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1346.82,171.16,34.98,2024-01-12,2026-01-12,,
618920.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1346.82,171.28,36.49,2024-01-12,2026-01-12,1.5100000000000051,0.12000000000000455
618920.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,1346.82,188.66,39.57,2024-01-12,2026-01-12,3.0799999999999983,17.379999999999995
618920.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,1346.82,188.68,42.48,2024-01-12,2026-01-12,2.9099999999999966,0.020000000000010232
618921.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1703.48,980.87,54.0,2023-01-04,2026-01-04,,
618921.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1703.48,980.97,53.81,2023-01-04,2026-01-04,-0.18999999999999773,0.10000000000002274
618921.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NHAI,1703.48,1139.72,63.13999999999999,2023-01-04,2026-01-04,9.329999999999991,158.75
618921.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NHAI,1703.48,1182.61,64.2,2023-01-04,2026-01-04,1.0600000000000094,42.88999999999987
618922.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1956.26,1236.15,63.17,2024-01-03,2027-01-03,,
618922.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1956.26,1265.52,63.17,2024-01-03,2027-01-03,0.0,29.36999999999989
618922.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NHAI,1956.26,1452.65,63.17,2024-01-03,2027-01-03,0.0,187.1300000000001
618922.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HIMACHAL PRADESH,NHAI,1956.26,1505.86,59.88,2024-01-03,2027-01-03,-3.289999999999999,53.20999999999981
618923.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2158.2,694.43,65.21000000000001,2024-01-05,2026-01-05,,
618923.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2158.2,705.65,66.81,2024-01-05,2026-01-05,1.5999999999999943,11.220000000000027
618923.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2158.2,1195.23,70.12,2024-01-05,2026-01-05,3.3100000000000023,489.58000000000004
618923.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2158.2,1234.06,70.12,2024-01-05,2026-01-05,0.0,38.82999999999993
618924.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],188.87,33.37,50.44,2024-01-03,2025-01-09,,
618924.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],188.87,33.72,55.900000000000006,2024-01-03,2025-01-09,5.460000000000008,0.3500000000000014
618924.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,188.87,50.34,55.900000000000006,2024-01-03,2025-01-09,0.0,16.620000000000005
618924.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,188.87,51.17,55.900000000000006,2024-01-03,2025-01-09,0.0,0.8299999999999983
618925.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],300.58,264.54,96.53,2021-01-11,2023-01-05,,
618925.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],300.58,265.09,99.01,2021-01-11,2023-01-05,2.480000000000004,0.5499999999999545
618925.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,300.58,296.47,99.02,2021-01-11,2023-01-05,0.009999999999990905,31.380000000000052
618925.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,300.58,299.77,99.02,2021-01-11,2023-01-05,0.0,3.2999999999999545
618926.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1431.36,190.58,10.07,2024-01-11,2026-01-11,,
618926.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1431.36,190.78,10.08,2024-01-11,2026-01-11,0.009999999999999787,0.19999999999998863
618926.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1431.36,502.89,10.33,2024-01-11,2026-01-11,0.25,312.11
618926.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1431.36,504.03,10.97,2024-01-11,2026-01-11,0.6400000000000006,1.1399999999999864
618927.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2006.82,878.74,47.510000000000005,2024-01-03,2026-01-03,,
618927.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2006.82,919.25,49.64,2024-01-03,2026-01-03,2.1299999999999955,40.50999999999999
618927.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2006.82,969.49,52.68000000000001,2024-01-03,2026-01-03,3.0400000000000063,50.24000000000001
618927.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2006.82,981.64,54.55,2024-01-03,2026-01-03,1.8699999999999903,12.149999999999977
618928.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],936.12,332.92,44.14,2024-01-03,2025-01-09,,
618928.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],936.12,348.8,50.11,2024-01-03,2025-01-09,5.969999999999999,15.879999999999995
618928.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NHAI,936.12,369.85,53.84,2024-01-03,2025-01-09,3.730000000000004,21.05000000000001
618928.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NHAI,936.12,386.34,53.84,2024-01-03,2025-01-09,0.0,16.489999999999952
618929.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1841.92,982.74,76.9,2023-01-09,2025-01-09,,
618929.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1841.92,996.0,79.96,2023-01-09,2025-01-09,3.059999999999988,13.259999999999991
618929.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1841.92,1120.76,81.47999999999999,2023-01-09,2025-01-09,1.519999999999996,124.75999999999999
618929.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1841.92,1132.25,83.06,2023-01-09,2025-01-09,1.5800000000000125,11.490000000000009
618930.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1188.46,79.04,13.98,2025-01-11,2027-01-11,,
618930.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1188.46,99.47,17.19,2025-01-11,2027-01-11,3.210000000000001,20.429999999999993
618930.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1188.46,147.42,23.82,2025-01-11,2027-01-11,6.629999999999999,47.94999999999999
618930.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1188.46,179.47,25.82,2025-01-11,2027-01-11,2.0,32.05000000000001
618931.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],764.02,25.82,2.6,2025-01-11,2027-01-11,,
618931.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],764.02,25.88,4.63,2025-01-11,2027-01-11,2.03,0.05999999999999872
618931.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,764.02,79.56,7.59,2025-01-11,2027-01-11,2.96,53.68000000000001
618931.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,764.02,82.38,10.08,2025-01-11,2027-01-11,2.49,2.819999999999993
618932.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1534.7,307.46,10.07,2026-01-01,2027-01-12,,
618932.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1534.7,313.15,19.78,2026-01-01,2027-01-12,9.71,5.689999999999998
618932.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,1534.7,655.83,22.96,2026-01-01,2027-01-12,3.1799999999999997,342.68000000000006
618932.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,1534.7,657.89,27.6,2026-01-01,2027-01-12,4.640000000000001,2.0599999999999454
618933.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1430.56,8.62,0.0,2026-01-03,2028-01-03,,
618933.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1430.56,8.62,0.0,2026-01-03,2028-01-03,0.0,0.0
618933.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,1430.56,662.12,17.5,2026-01-02,2028-01-02,17.5,653.5
618933.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,1430.56,662.93,17.5,2026-01-02,2028-01-02,0.0,0.8099999999999454
618934.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],5729.47,3.15,0.0,2026-01-01,2030-01-01,,
618934.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],5729.47,3.49,0.0,2026-01-01,2030-01-01,0.0,0.3400000000000003
618934.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,NHAI,5729.47,328.42,0.0,2026-01-01,2030-01-01,0.0,324.93
618934.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,NHAI,5729.47,328.42,0.0,2026-01-01,2030-01-01,0.0,0.0
618935.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1183.7,452.48,100.0,2023-01-06,2025-01-06,,
618935.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1183.7,452.48,100.0,2023-01-06,2025-01-06,0.0,0.0
618936.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1269.5,679.31,63.0,2023-01-02,2025-01-02,,
618936.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1269.5,679.52,64.7,2023-01-02,2025-01-02,1.7000000000000028,0.21000000000003638
618936.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1269.5,708.89,67.80000000000001,2023-01-02,2025-01-02,3.1000000000000085,29.370000000000005
618936.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1269.5,712.77,68.0,2023-01-02,2025-01-02,0.19999999999998863,3.8799999999999955
618937.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1166.96,971.38,81.54,2021-01-10,2023-01-10,,
618937.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1166.96,979.65,81.54,2021-01-10,2023-01-10,0.0,8.269999999999982
618937.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,1166.96,1182.28,81.54,2021-01-10,2023-01-10,0.0,202.63
618937.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,1166.96,1181.42,81.54,2021-01-10,2023-01-10,0.0,-0.8599999999999
618938.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1013.33,630.06,100.0,2022-01-10,2024-01-10,,
618938.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1013.33,630.06,100.0,2022-01-10,2024-01-10,0.0,0.0
618939.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],191.31,25.19,29.96,2025-01-07,2027-01-07,,
618939.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],191.31,28.32,34.050000000000004,2025-01-07,2027-01-07,4.090000000000003,3.129999999999999
618939.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,191.31,33.97,36.99,2025-01-07,2027-01-07,2.9399999999999977,5.649999999999999
618939.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,191.31,37.07,40.11,2025-01-07,2027-01-07,3.1199999999999974,3.1000000000000014
618941.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],968.05,599.67,68.15,2024-01-03,2026-01-03,,
618941.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],968.05,600.11,70.02000000000001,2024-01-03,2026-01-03,1.8700000000000045,0.44000000000005457
618941.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NHAI,968.05,805.71,73.72999999999999,2024-01-03,2026-01-03,3.7099999999999795,205.60000000000002
618941.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (MAHARASHTRA, TELANGANA)",NHAI,968.05,826.96,78.16,2024-01-03,2026-01-03,4.430000000000007,21.25
618942.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (GOA, KARNATAKA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],226.76,109.78,82.45,2022-01-11,2024-01-05,,
618942.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (GOA, KARNATAKA)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],226.76,110.23,82.45,2022-01-11,2024-01-05,0.0,0.45000000000000284
618942.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (GOA, KARNATAKA)",NHAI,226.76,110.31,84.7,2022-01-11,2024-01-05,2.25,0.0799999999999983
618942.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (GOA, KARNATAKA)",NHAI,226.76,110.31,84.7,2022-01-11,2024-01-05,0.0,0.0
618943.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],861.23,137.29,100.0,2008-01-01,2011-01-01,,
618943.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],861.23,140.31,100.0,2008-01-01,2011-01-01,0.0,3.0200000000000102
618944.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],958.86,193.26,15.78,2024-01-11,2026-01-11,,
618944.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],958.86,212.78,20.4,2024-01-11,2026-01-11,4.619999999999999,19.52000000000001
618944.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,958.86,408.06,21.84,2024-01-11,2026-01-11,1.4400000000000013,195.28
618944.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,958.86,431.45,24.2,2024-01-11,2026-01-11,2.3599999999999994,23.389999999999986
618945.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1149.17,787.84,99.98,2022-01-01,2024-01-05,,
618945.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1149.17,787.9,99.98,2022-01-01,2024-01-05,0.0,0.05999999999994543
618945.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1149.17,871.58,99.98,2022-01-01,2024-01-05,0.0,83.68000000000006
618945.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1149.17,871.58,99.98,2022-01-01,2024-01-05,0.0,0.0
618946.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1479.72,878.2,99.5,2023-01-05,2025-01-05,,
618946.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1479.72,878.21,99.5,2023-01-05,2025-01-05,0.0,0.009999999999990905
618947.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1504.8,804.61,91.83,2021-01-12,2023-01-07,,
618947.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1504.8,804.77,91.83,2021-01-12,2023-01-07,0.0,0.15999999999996817
618947.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NHAI,1504.8,1029.73,91.83,2021-01-12,2023-01-07,0.0,224.96000000000004
618947.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JHARKHAND,NHAI,1504.8,1038.65,91.83,2021-01-12,2023-01-07,0.0,8.920000000000073
618948.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (JHARKHAND, WEST BENGAL)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],782.18,22.95,4.3,2026-01-02,2028-01-01,,
